"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"1528","apaebnut",2008,11,0.002,0.02,NA,NA,0.0062,30.2,1,0,NA,NA,1,0
"1529","apaebnut",2008,12,NA,0.03,NA,NA,0.0062,9.2,NA,0,NA,NA,1,0
"1530","apaebnut",2009,1,0.002,0.027,NA,NA,0.238,21.4,0,0,NA,NA,0,0
"1531","apaebnut",2009,2,0.002,0.014,NA,NA,0.208,14.1,1,0,NA,NA,0,0
"1532","apaebnut",2009,3,0.002,0.016,NA,NA,0.238,16.5,1,0,NA,NA,0,0
"1533","apaebnut",2009,4,0.008,0.078,NA,NA,0.033,1.1,0,0,NA,NA,0,0
"1534","apaebnut",2009,5,0.003,0.031,NA,NA,0.155,29,0,0,NA,NA,0,0
"1535","apaebnut",2009,6,0.001,0.0193,NA,NA,0.0025,23.7,0,1,NA,NA,1,0
"1536","apaebnut",2009,7,0.00233333333333333,0.103333333333333,NA,NA,0.00533333333333333,20.0333333333333,0,0,NA,NA,0,0
"1537","apaebnut",2009,8,0.001,0.049,NA,NA,0.053,15.9,0,0,NA,NA,0,0
"1538","apaebnut",2009,9,0.001,0.158,NA,NA,0.024,25,0,0,NA,NA,0,0
"1539","apaebnut",2009,10,0.003,0.128,NA,NA,0.058,16.3,0,0,NA,NA,0,0
"1540","apaebnut",2009,11,0.001,0.025,NA,NA,0.071,18.8,0,0,NA,NA,0,0
"1541","apaebnut",2009,12,0.008,0.114,NA,NA,0.127,2,0,0,NA,NA,0,0
"1542","apaebnut",2010,1,0.004,0.059,NA,NA,NA,2.7,0,0,NA,NA,NA,0
"1543","apaebnut",2010,2,0.003,0.031,NA,NA,0.038,3.1,0,0,NA,NA,0,0
"1544","apaebnut",2010,3,0.003,0.0177,NA,NA,0.222,8.7,0,1,NA,NA,0,0
"1545","apaebnut",2010,4,0.002,0.0177,NA,NA,0.096,8,0,1,NA,NA,0,0
"1546","apaebnut",2010,5,0.005,0.0177,NA,NA,0.256,15.4,0,1,NA,NA,0,0
"1547","apaebnut",2010,6,0.002,0.058,NA,NA,0.088,15.9,1,0,NA,NA,0,0
"1548","apaebnut",2010,7,0.002,0.083,NA,NA,0.028,20.8,1,0,NA,NA,0,0
"1549","apaebnut",2010,8,0.002,0.0177,NA,NA,0.005,16.1,0,1,NA,NA,0,0
"1550","apaebnut",2010,9,0.008,0.064,NA,NA,0.0021,16.8,0,0,NA,NA,1,0
"1551","apaebnut",2010,10,0.002,0.0177,NA,NA,0.004,24.8,0,1,NA,NA,0,0
"1552","apaebnut",2010,11,0.008,0.068,NA,NA,0.003,NA,0,0,NA,NA,0,NA
"1553","apaebnut",2010,12,0.002,0.045,NA,NA,0.022,7.4,1,0,NA,NA,0,0
"1554","apaebnut",2011,1,0.003,0.051,NA,NA,0.006,9.8,1,0,NA,NA,0,0
"1555","apaebnut",2011,2,0.003,0.015,NA,NA,0.042,13.2,0,1,NA,NA,0,0
"1556","apaebnut",2011,3,0.006,0.015,NA,NA,0.056,44.2,0,1,NA,NA,0,0
"1557","apaebnut",2011,4,0.004,0.054,NA,NA,0.126,16.1,0,0,NA,NA,0,0
"1558","apaebnut",2011,5,0.003,0.037,NA,NA,0.003,17.6,0,0,NA,NA,1,0
"1559","apaebnut",2011,6,0.003,0.015,NA,NA,0.005,16.7,1,1,NA,NA,0,0
"1560","apaebnut",2011,7,0.003,0.017,NA,NA,0.003,23.2,1,0,NA,NA,0,0
"1561","apaebnut",2011,8,0.003,0.015,NA,NA,0.003,33.5,1,1,NA,NA,1,0
"1562","apaebnut",2011,9,0.005,0.015,NA,NA,0.004,25.5,0,1,NA,NA,0,0
"1563","apaebnut",2011,10,0.007,0.039,NA,NA,0.004,11.4,0,0,NA,NA,0,0
"1564","apaebnut",2011,11,0.003,0.02,NA,NA,0.003,8.3,1,0,NA,NA,0,0
"1565","apaebnut",2011,12,0.003,0.029,NA,NA,0.003,8,0,0,NA,NA,1,0
"1566","apaebnut",2012,1,0.003,0.016,NA,NA,0.0024,11.62,1,0,NA,NA,1,0
"1567","apaebnut",2012,2,0.006,0.038,NA,NA,0.006,22.57,0,0,NA,NA,0,0
"1568","apaebnut",2012,3,0.003,0.059,NA,NA,0.098,21.23,1,0,NA,NA,0,0
"1569","apaebnut",2012,4,0.003,0.045,NA,NA,0.006,20.11,1,0,NA,NA,0,0
"1570","apaebnut",2012,5,0.003,0.054,NA,NA,0.003,17.88,1,0,NA,NA,0,0
"1571","apaebnut",2012,6,0.003,0.035,NA,NA,0.032,14.52,0,0,NA,NA,0,0
"1572","apaebnut",2012,7,0.004,0.086,NA,NA,0.03,1.12,0,0,NA,NA,0,0
"1573","apaebnut",2012,8,0.003,0.084,NA,NA,0.053,8.94,1,0,NA,NA,0,0
"1574","apaebnut",2012,9,0.003,0.042,NA,NA,0.024,12.51,1,0,NA,NA,0,0
"1575","apaebnut",2012,10,0.003,0.013,NA,NA,0.012,23.02,1,1,NA,NA,0,0
"1576","apaebnut",2012,11,0.003,0.04,NA,NA,0.004,6.815,1,0,NA,NA,0,0
"1577","apaebnut",2013,1,0.003,0.021,NA,NA,0.006,10.06,1,0,NA,NA,0,0
"1578","apaebnut",2013,2,0.004,0.032,NA,NA,0.019,9.16,0,0,NA,NA,0,0
"1579","apaebnut",2013,3,0.004,0.031,NA,NA,0.014,3.13,0,0,NA,NA,0,0
"1580","apaebnut",2013,4,0.003,0.032,NA,NA,0.084,32.85,0,0,NA,NA,0,0
"1581","apaebnut",2013,5,0.003,0.116,NA,NA,0.113,8.04,0,0,NA,NA,0,0
"1582","apaebnut",2013,6,0.003,0.014,NA,NA,0.04,NA,1,0,NA,NA,0,NA
"1583","apaebnut",2013,7,0.004,0.077,NA,NA,0.017,1.7,0,0,NA,NA,0,0
"1584","apaebnut",2013,8,0.006,0.16,NA,NA,0.007,2.9,0,0,NA,NA,0,0
"1585","apaebnut",2013,9,0.004,0.018,NA,NA,0.004,0.55,0,0,NA,NA,0,0
"1586","apaebnut",2013,10,0.0045,0.0695,NA,NA,0.033,15.5,0,0,NA,NA,0,0
"1587","apaebnut",2013,12,0.004,0.008,NA,NA,0.065,20,0,0,NA,NA,0,0
"1588","apaebnut",2014,1,0.004,0.041,NA,NA,0.01,2.1,1,0,NA,NA,0,0
"1589","apaebnut",2014,2,0.004,0.017,NA,NA,0.21,18,1,0,NA,NA,0,0
"1590","apaebnut",2014,3,0.007,0.0263333333333333,NA,NA,0.004,2.36666666666667,0,0,NA,NA,1,0
"1591","apaebnut",2014,4,0.007,0.028,NA,NA,0.017,1,0,0,NA,NA,0,0
"1592","apaebnut",2014,5,0.00433333333333333,0.0143333333333333,NA,NA,0.00533333333333333,0.853333333333333,1,0,NA,NA,0,1
"1593","apaebnut",2014,6,0.004,0.012,NA,NA,0.086,19,1,0,NA,NA,0,0
"1594","apaebnut",2014,7,0.004,0.012,NA,NA,0.004,14,1,0,NA,NA,1,0
"1595","apaebnut",2014,8,0.004,0.031,NA,NA,0.066,18,1,0,NA,NA,0,0
"1596","apaebnut",2014,9,0.004,0.025,NA,NA,0.007,52,1,0,NA,NA,0,0
"1597","apaebnut",2014,10,0.004,0.007,NA,NA,0.021,18.5,1,0,NA,NA,1,0
"1598","apaebnut",2014,12,0.004,0.034,NA,NA,0.062,20,1,0,NA,NA,0,0
"1599","apaebnut",2015,1,0.004,0.1,NA,NA,0.039,5.4,1,0,NA,NA,0,0
"1600","apaebnut",2015,2,0.004,0.13,NA,NA,0.14,7.7,1,0,NA,NA,0,0
"1601","apaebnut",2015,3,0.004,0.006,NA,NA,0.28,19,1,0,NA,NA,0,0
"1602","apaebnut",2015,4,NA,0.027,NA,NA,0.067,18,NA,0,NA,NA,0,0
"1603","apaebnut",2015,5,0.007,0.095,NA,NA,0.059,8.8,0,0,NA,NA,0,0
"1604","apaebnut",2015,6,0.004,0.056,NA,NA,0.051,16,1,0,NA,NA,0,0
"1605","apaebnut",2015,7,0.004,0.045,NA,NA,0.047,8.3,1,0,NA,NA,0,0
"1606","apaebnut",2015,8,0.004,0.016,NA,NA,0.004,NA,1,0,NA,NA,1,NA
"1607","apaebnut",2015,9,0.004,0.006,NA,NA,0.004,29,0,0,NA,NA,1,0
"1608","apaebnut",2015,10,0.004,0.015,NA,NA,0.004,12,1,0,NA,NA,1,0
"1609","apaebnut",2015,11,0.004,0.007,NA,NA,0.004,7.1,1,0,NA,NA,1,0
"1610","apaebnut",2015,12,0.004,0.097,NA,NA,0.037,8.1,1,0,NA,NA,0,0
"1611","apaebnut",2016,1,0.006,0.032,NA,NA,0.082,2.1,0,0,NA,NA,0,0
"1612","apaebnut",2016,2,0.005,0.026,NA,NA,0.25,8.3,0,0,NA,NA,0,0
"1613","apaebnut",2016,3,0.005,0.009,NA,NA,0.052,13,0,0,NA,NA,0,0
"1614","apaebnut",2016,4,0.004,0.01,NA,NA,0.004,0.8,1,0,NA,NA,1,0
"1615","apaebnut",2016,5,0.004,0.011,NA,NA,NA,11,1,0,NA,NA,NA,0
"1616","apaebnut",2016,6,0.004,0.006,NA,NA,0.01,13,1,0,NA,NA,0,0
"1617","apaebnut",2016,7,0.00433333333333333,0.0916666666666667,NA,NA,0.023,8.23333333333333,1,0,NA,NA,0,0
"1618","apaebnut",2016,8,0.004,0.098,NA,NA,0.03,18,1,0,NA,NA,0,0
"1619","apaebnut",2016,9,0.004,0.065,NA,NA,0.004,16,1,0,NA,NA,1,0
"1620","apaebnut",2016,10,0.004,0.012,NA,NA,0.004,13,1,0,NA,NA,1,0
"1621","apaebnut",2016,11,0.004,0.008,NA,NA,0.004,11,1,0,NA,NA,1,0
"1622","apaebnut",2016,12,0.004,0.009,NA,NA,0.005,11,1,0,NA,NA,0,0
"1623","apaebnut",2017,1,0.004,0.011,NA,NA,0.008,25,1,0,NA,NA,0,0
"1624","apaebnut",2017,2,0.004,0.014,NA,NA,0.0255,20,1,0,NA,NA,1,0
"1625","apaebnut",2017,4,0.006,0.015,NA,NA,0.096,14,0,0,NA,NA,0,0
"1626","apaebnut",2017,5,0.004,0.012,NA,NA,0.055,18,1,0,NA,NA,0,0
"1627","apaebnut",2017,6,0.004,0.03,NA,NA,0.006,14,1,0,NA,NA,0,0
"1628","apaebnut",2017,7,0.004,0.079,NA,NA,0.012,3.6,0,0,NA,NA,0,0
"1629","apaebnut",2017,8,0.004,0.089,NA,NA,0.044,6.3,1,0,NA,NA,0,0
"1630","apaebnut",2017,9,0.004,0.082,NA,NA,0.00633333333333333,11.6666666666667,1,0,NA,NA,0,0
"1631","apaebnut",2017,10,0.004,0.004,NA,NA,0.004,9.7,1,0,NA,NA,1,0
"1632","apaebnut",2017,11,0.0045,0.014,NA,NA,0.005,10.75,1,0,NA,NA,0,0
"1633","apaebnut",2018,1,0.004,0.017,NA,NA,0.004,11.2666666666667,1,0,NA,NA,1,0
"1634","apaebnut",2018,2,0.004,0.004,NA,NA,0.004,21,1,0,NA,NA,1,0
"1635","apaebnut",2018,3,0.004,0.004,NA,NA,0.008,43,1,0,NA,NA,0,0
"1636","apaebnut",2018,4,0.004,0.071,NA,NA,0.1,13,1,0,NA,NA,0,0
"1637","apaebnut",2018,5,0.004,0.039,NA,NA,0.009,13,1,0,NA,NA,0,0
"1638","apaebnut",2018,6,0.004,0.072,NA,NA,0.036,12,1,0,NA,NA,0,0
"1639","apaebnut",2018,7,0.004,0.17,NA,NA,0.025,11,1,0,NA,NA,0,0
"1640","apaebnut",2018,8,0.004,0.24,NA,NA,0.028,4,0,0,NA,NA,0,0
"1641","apaebnut",2018,9,0.004,0.2,NA,NA,0.033,11,0,0,NA,NA,0,0
"1642","apaebnut",2018,10,19,0.14,NA,NA,0.004,15,0,0,NA,NA,0,0
"1643","apaebnut",2018,11,0.004,0.0465,NA,NA,0.02525,6.3,1,0,NA,NA,0,0
"1644","apaebnut",2019,1,0.004,0.015,NA,NA,0.019,0.9,1,0,NA,NA,0,0
"1645","apaebnut",2019,2,0.004,0.035,NA,NA,0.076,2.2,1,0,NA,NA,0,0
"1646","apaebnut",2019,3,8.2,0.026,NA,NA,0.004,6.7,0,0,NA,NA,1,0
"1647","apaebnut",2019,4,0.004,0.068,NA,NA,0.15,7.1,0,0,NA,NA,0,0
"1648","apaebnut",2019,5,0.004,0.006,NA,NA,0.053,9.5,1,0,NA,NA,0,0
"1649","apaebnut",2019,6,0.004,0.003,NA,NA,0.004,14,1,0,NA,NA,1,0
"1650","apaebnut",2019,7,0.004,0.007,NA,NA,0.04,13,1,0,NA,NA,0,0
"1651","apaebnut",2019,8,0.004,0.006,NA,NA,0.004,10,1,0,NA,NA,1,0
"1652","apaebnut",2019,9,0.004,0.008,NA,NA,0.005,14,1,0,NA,NA,0,0
"1653","apaebnut",2019,10,0.004,0.003,NA,NA,0.004,16,1,0,NA,NA,1,0
"1654","apaebnut",2019,11,0.004,0.00433333333333333,NA,NA,0.004,12.3333333333333,1,0,NA,NA,1,0
"1655","apaebnut",2019,12,0.004,0.01,NA,NA,0.021,12,1,0,NA,NA,0,0
"1656","apaebnut",2020,1,0.004,0.00666666666666667,NA,NA,0.00866666666666667,25.3333333333333,1,0,NA,NA,0,0
"1657","apaebnut",2020,2,0.004,0.046,NA,NA,0.1,31,1,0,NA,NA,0,0
"1658","apaebnut",2020,3,0.006,0.004,NA,NA,0.004,26,0,0,NA,NA,1,0
"1659","apaebnut",2020,5,NA,0.007,NA,NA,0.006,NA,NA,0,NA,NA,0,NA
"1660","apaebnut",2020,7,0.004,0.048,NA,NA,0.054,18,1,0,NA,NA,0,0
"1661","apaebnut",2020,8,0.004,0.007,NA,NA,0.01,17,1,0,NA,NA,0,0
"1662","apaebnut",2020,9,0.004,0.0455,NA,NA,0.014,1.95,1,0,NA,NA,0,1
"1663","apaebnut",2020,11,0.006,0.01,NA,NA,0.004,4.7,0,0,NA,NA,1,0
"1664","apaebnut",2021,1,0.004,0.108666666666667,NA,NA,0.049,5.56666666666667,1,0,NA,NA,0,0
"1665","apaebnut",2021,2,0.004,0.045,NA,NA,0.041,5.9,0,0,NA,NA,0,0
"1666","apaebnut",2021,3,0.00433333333333333,0.0336666666666667,NA,NA,0.186666666666667,8.36666666666667,1,0,NA,NA,0,0
"1667","apaebnut",2021,4,0.004,0.011,NA,NA,0.14,11,1,0,NA,NA,0,0
"1668","apaebnut",2021,5,0.007,0.014,NA,NA,0.16,10,0,0,NA,NA,0,0
"1669","apaebnut",2021,6,0.004,0.006,NA,NA,0.009,21,1,0,NA,NA,0,0
"1670","apaebnut",2021,7,0.005,0.091,NA,NA,0.036,6.5,0,0,NA,NA,0,0
"1671","apaebnut",2021,8,0.004,0.085,NA,NA,0.084,7.3,1,0,NA,NA,0,0
"1672","apaebnut",2021,9,0.007,0.25,NA,NA,0.056,3.9,0,0,NA,NA,0,0
"1673","apaebnut",2021,10,0.007,0.39,NA,NA,0.024,5.4,0,0,NA,NA,0,0
"1674","apaebnut",2021,11,0.005,0.07275,NA,NA,0.0415,18.5,1,0,NA,NA,1,0
"1675","apaebnut",2022,2,0.004,0.005,NA,NA,0.056,77,1,0,NA,NA,0,0
"1676","apaebnut",2022,3,0.004,0.005,NA,NA,0.04,58,1,0,NA,NA,0,0
"1677","apaebnut",2022,4,0.007,0.083,NA,NA,0.077,10,0,0,NA,NA,0,0
"1678","apaebnut",2022,5,0.004,0.01,NA,NA,0.0305,13.4,1,0,NA,NA,1,0
"1679","apaebnut",2022,6,0.004,0.13,NA,NA,0.086,16,1,0,NA,NA,0,0
"1680","apaebnut",2022,8,0.004,0.011,NA,NA,0.004,11,1,0,NA,NA,1,0
"1681","apaebnut",2022,9,0.004,0.14,NA,NA,0.017,12,1,0,NA,NA,0,0
"1682","apaebnut",2022,10,0.004,0.005,NA,NA,0.004,15,1,0,NA,NA,0,0
"1683","apaebnut",2022,11,0.004,0.029,NA,NA,0.0213333333333333,13,0,0,NA,NA,0,0
"1684","apaebnut",2022,12,0.005,0.012,NA,NA,0.023,23,0,0,NA,NA,0,0
"1685","apaegnut",2002,4,0.00733333333333333,0.0303333333333333,0.00233333333333333,0.224,0.226333333333333,3.13333333333333,0,0,0,0,0,0
"1686","apaegnut",2002,6,0.019,0.021,0.002,NA,0.043,12.4,0,0,1,NA,0,0
"1687","apaegnut",2002,7,0.0235,0.094,0.002,NA,0.1205,6.5,0,0,1,NA,0,0
"1688","apaegnut",2002,8,0.013,0.057,0.002,NA,0.099,8.8,0,0,1,NA,0,0
"1689","apaegnut",2002,9,0.018,0.052,0.003,0.052,0.055,7.3,0,0,0,0,0,0
"1690","apaegnut",2002,10,0.01,0.0345,0.0085,0.07,0.0785,7.25,0,0,0,0,0,0
"1691","apaegnut",2002,11,0.0075,0.0475,0.006,0.2145,0.2205,5.75,0,0,0,0,0,0
"1692","apaegnut",2002,12,0.0205,0.026,0.004,0.2205,0.2245,2.75,0,0,0,0,0,0
"1693","apaegnut",2003,1,0.0205,0.1,0.002,0.4,0.402,2.7765,0,0,0,0,0,0
"1694","apaegnut",2003,2,0.0035,0.0325,0.003,0.593,0.596,4.272,0,0,0,0,0,0
"1695","apaegnut",2003,3,0.063,0.0325,0.004,0.339,0.343,11.1075,0,0,0,0,0,0
"1696","apaegnut",2003,4,0.062,0.119,0.007,0.381,0.388,5.767,0,0,0,0,0,0
"1697","apaegnut",2003,5,0.0035,0.0385,0.0085,0.485,0.4935,13.457,0,0,0,0,0,0
"1698","apaegnut",2003,6,0.0045,0.084,0.004,0.3435,0.3475,3.4175,0,0,0,0,0,0
"1699","apaegnut",2003,7,0.001,0.0325,0.002,0.258,0.26,2.3495,0,0,0,0,0,0
"1700","apaegnut",2003,8,0.001,0.0355,0.002,NA,0.4905,5.274,0,0,1,NA,0,0
"1701","apaegnut",2003,9,0.004,0.0485,0.009,0.4005,0.4095,2.563,0,0,0,0,0,0
"1702","apaegnut",2003,10,0.01,0.004,0.002,0.439,0.441,7.2625,0,1,0,0,0,0
"1703","apaegnut",2003,11,0.003,0.0055,0.002,0.016,0.019,6.7285,0,0,1,0,0,0
"1704","apaegnut",2003,12,0.0025,0.0055,0.002,0.3115,0.3135,4.272,0,0,0,0,0,0
"1705","apaegnut",2004,1,0.001,0.0095,0.003,0.431,0.434,2.8,1,0,0,0,0,0
"1706","apaegnut",2004,2,0.002,0.0085,0.003,0.4695,0.4725,7.65,0,0,0,0,0,0
"1707","apaegnut",2004,3,0.002,0.023,0.0025,0.3325,0.335,4.05,0,0,0,0,0,0
"1708","apaegnut",2004,4,0.002,0.015,0.003,0.26,0.263,2.9,0,0,0,0,0,0
"1709","apaegnut",2004,5,0.0015,0.0205,0.003,0.256,0.259,4.05,0,0,0,0,0,0
"1710","apaegnut",2004,6,0.0095,0.018,0.002,NA,0.123,5.85,0,0,1,NA,0,0
"1711","apaegnut",2004,7,0.001,0.005,0.002,NA,0.144,7,1,0,1,NA,0,0
"1712","apaegnut",2004,8,0.001,0.005,0.002,NA,0.0905,7.05,0,0,1,NA,0,0
"1713","apaegnut",2004,9,0.0025,0.044,0.0105,0.2775,0.288,16,0,0,0,0,0,0
"1714","apaegnut",2004,10,NA,0.028,0.007,0.111,0.118,8,NA,0,0,0,0,0
"1715","apaegnut",2004,11,0.00925,0.02175,0.0175,0.28475,0.30225,1.35,0,0,0,0,0,0
"1716","apaegnut",2005,1,0.0445,0.0415,0.0045,0.089,0.0935,0.64,0,0,0,0,0,0
"1717","apaegnut",2005,2,0.0035,0.0295,0.004,0.0745,0.0785,4.49,0,0,0,0,0,0
"1718","apaegnut",2005,3,0.001,0.0055,0.036,0.266,0.302,0.74,1,1,0,0,0,1
"1719","apaegnut",2005,4,0.006,0.0715,0.0275,0.676,0.7035,1.71,0,0,0,0,0,0
"1720","apaegnut",2005,5,0.0035,0.0665,0.003,0.359,0.362,3.46,0,0,0,0,0,0
"1721","apaegnut",2005,6,0.001,0.0565,0.0035,0.3905,0.394,5.34,0,0,0,0,0,0
"1722","apaegnut",2005,7,0.001,0.0685,0.0035,0.4225,0.426,4.165,0,0,0,0,0,0
"1723","apaegnut",2005,8,0.0055,0.0185,0.0025,0.326,0.3285,1.495,0,0,0,0,0,0
"1724","apaegnut",2005,9,0.003,0.0205,0.004,0.3015,0.3055,2.56,0,0,0,0,0,0
"1725","apaegnut",2005,10,0.002,0.0125,0.004,0.3585,0.3625,2.56,0,0,0,0,0,0
"1726","apaegnut",2005,11,0.0015,0.028,0.003,0.272333333333333,0.32075,1.6,1,0,1,0,0,0
"1727","apaegnut",2006,1,0.001,0.051,0.003,0.483,0.486,3.01,0,0,0,0,0,0
"1728","apaegnut",2006,2,0.001,0.04,0.003,0.5415,0.5445,3.37,0,0,0,0,0,0
"1729","apaegnut",2006,3,0.002,0.0225,0.0035,0.491,0.4945,4.745,0,0,0,0,0,0
"1730","apaegnut",2006,4,0.0055,0.0755,NA,NA,0.304,8.27,0,0,NA,NA,0,0
"1731","apaegnut",2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","apaegnut",2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","apaegnut",2006,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","apaegnut",2006,8,0.001,0.005,NA,NA,0.007,9.515,0,0,NA,NA,1,0
"1735","apaegnut",2006,9,0.002,0.05,NA,NA,0.0375,9.74,0,0,NA,NA,0,0
"1736","apaegnut",2006,10,0.001,0.0095,NA,NA,0.018,5.335,0,0,NA,NA,0,0
"1737","apaegnut",2006,11,0.004,0.0255,NA,NA,0.18225,3.195,0,0,NA,NA,0,0
"1738","apaegnut",2007,1,0.008,0.0235,NA,NA,0.145,4.2,0,0,NA,NA,0,0
"1739","apaegnut",2007,2,0.0105,0.035,NA,NA,0.3905,2.35,0,0,NA,NA,0,0
"1740","apaegnut",2007,3,0.003,0.024,NA,NA,0.456,3.8,0,0,NA,NA,0,0
"1741","apaegnut",2007,4,0.002,0.017,NA,NA,0.141,11.8,1,0,NA,NA,0,0
"1742","apaegnut",2007,5,0.002,0.044,NA,NA,0.084,13.6,1,0,NA,NA,0,0
"1743","apaegnut",2007,6,0.002,0.069,NA,NA,0.095,12.3,1,0,NA,NA,0,0
"1744","apaegnut",2007,7,0.002,0.0306666666666667,NA,NA,0.0018,8.1,1,0,NA,NA,1,0
"1745","apaegnut",2007,8,0.002,0.014,NA,NA,0.068,6.7,1,0,NA,NA,0,0
"1746","apaegnut",2007,9,0.002,0.051,NA,NA,0.02,10.9,0,0,NA,NA,0,0
"1747","apaegnut",2007,10,0.002,0.008,NA,NA,0.002,12.7,1,0,NA,NA,0,0
"1748","apaegnut",2007,11,0.005,0.021,NA,NA,0.051,5.8,0,0,NA,NA,0,0
"1749","apaegnut",2007,12,0.002,0.012,NA,NA,0.05,4.7,1,0,NA,NA,0,0
"1750","apaegnut",2008,1,0.007,0.051,NA,NA,NA,0.2,0,0,NA,NA,NA,0
"1751","apaegnut",2008,2,0.009,0.043,NA,NA,0.436,2.9,0,0,NA,NA,0,0
"1752","apaegnut",2008,3,0.009,0.035,NA,NA,0.295,2.9,0,0,NA,NA,0,0
"1753","apaegnut",2008,4,0.002,0.013,NA,NA,0.258,4.9,0,0,NA,NA,0,0
"1754","apaegnut",2008,5,0.002,0.013,NA,NA,0.322,6,1,0,NA,NA,0,0
"1755","apaegnut",2008,6,0.002,0.0323333333333333,NA,NA,0.048,8.26666666666667,1,0,NA,NA,0,0
"1756","apaegnut",2008,7,0.002,0.021,NA,NA,0.037,10,1,0,NA,NA,0,0
"1757","apaegnut",2008,8,0.002,0.022,NA,NA,0.1,12.7,1,0,NA,NA,0,0
"1758","apaegnut",2008,9,0.007,0.077,NA,NA,0.099,9.6,0,0,NA,NA,0,0
"1759","apaegnut",2008,10,0.004,0.018,NA,NA,NA,11.2,0,0,NA,NA,NA,0
"1760","apaegnut",2008,11,0.002,0.078,NA,NA,0.345,5.1,0,0,NA,NA,0,0
"1761","apaegnut",2008,12,NA,0.046,NA,NA,0.321666666666667,3.86666666666667,NA,0,NA,NA,0,0
"1762","apaegnut",2009,1,0.011,0.014,NA,NA,0.446,2.4,0,0,NA,NA,0,0
"1763","apaegnut",2009,2,0.002,0.015,NA,NA,0.428,4.2,1,0,NA,NA,0,0
"1764","apaegnut",2009,3,0.002,0.02,NA,NA,0.37,5.4,0,0,NA,NA,0,0
"1765","apaegnut",2009,4,0.019,0.032,NA,NA,0.021,1.1,0,0,NA,NA,0,0
"1766","apaegnut",2009,5,0.001,0.023,NA,NA,0.475,15.9,0,0,NA,NA,0,0
"1767","apaegnut",2009,6,0.005,0.078,NA,NA,0.222,8.3,0,0,NA,NA,0,0
"1768","apaegnut",2009,7,0.001,0.063,NA,NA,0.196,4.9,0,0,NA,NA,0,0
"1769","apaegnut",2009,8,0.012,0.079,NA,NA,0.187,7.8,0,0,NA,NA,0,0
"1770","apaegnut",2009,9,0.001,0.0193,NA,NA,0.276,6,0,1,NA,NA,0,0
"1771","apaegnut",2009,10,0.012,0.035,NA,NA,0.131,4.7,0,0,NA,NA,0,0
"1772","apaegnut",2009,11,0.001,0.0193,NA,NA,0.236,12.5,1,1,NA,NA,0,0
"1773","apaegnut",2009,12,0.015,0.026,NA,NA,0.281,1.8,0,0,NA,NA,0,0
"1774","apaegnut",2010,1,0.005,0.022,NA,NA,NA,2,0,0,NA,NA,NA,0
"1775","apaegnut",2010,2,0.0106666666666667,0.039,NA,NA,0.342666666666667,4.9,0,0,NA,NA,0,0
"1776","apaegnut",2010,3,0.002,0.0177,NA,NA,0.493,7.4,0,1,NA,NA,0,0
"1777","apaegnut",2010,4,0.002,0.0177,NA,NA,0.318,14.7,0,1,NA,NA,0,0
"1778","apaegnut",2010,5,0.007,0.036,NA,NA,0.408,2.9,0,0,NA,NA,0,0
"1779","apaegnut",2010,6,0.002,0.028,NA,NA,0.317,8.5,1,0,NA,NA,0,0
"1780","apaegnut",2010,7,0.002,0.071,NA,NA,0.138,10.5,1,0,NA,NA,0,0
"1781","apaegnut",2010,8,0.002,0.02,NA,NA,0.183,8.3,1,0,NA,NA,0,0
"1782","apaegnut",2010,9,0.014,0.115,NA,NA,0.011,14.7,0,0,NA,NA,0,0
"1783","apaegnut",2010,10,0.002,0.0177,NA,NA,0.33,7.6,1,1,NA,NA,0,0
"1784","apaegnut",2010,12,0.005,0.095,NA,NA,0.389,4.9,0,0,NA,NA,0,0
"1785","apaegnut",2011,1,0.006,0.066,NA,NA,0.498,2.7,0,0,NA,NA,0,0
"1786","apaegnut",2011,2,0.003,0.018,NA,NA,0.526,6.9,0,0,NA,NA,0,0
"1787","apaegnut",2011,3,0.005,0.015,NA,NA,0.454,15.2,0,1,NA,NA,0,0
"1788","apaegnut",2011,4,0.007,0.042,NA,NA,0.437,4.9,0,0,NA,NA,0,0
"1789","apaegnut",2011,5,0.003,0.047,NA,NA,0.072,9.2,1,0,NA,NA,0,0
"1790","apaegnut",2011,6,0.003,0.015,NA,NA,0.004,24.1,1,1,NA,NA,0,0
"1791","apaegnut",2011,8,0.003,0.018,NA,NA,0.085,10.7,1,0,NA,NA,0,0
"1792","apaegnut",2011,9,0.003,0.033,NA,NA,0.07,6.9,0,0,NA,NA,0,0
"1793","apaegnut",2011,10,0.004,0.053,NA,NA,0.006,12.1,0,0,NA,NA,0,0
"1794","apaegnut",2011,11,0.00366666666666667,0.0456666666666667,NA,NA,0.056,4.53333333333333,1,0,NA,NA,0,0
"1795","apaegnut",2011,12,0.00366666666666667,0.0393333333333333,NA,NA,0.164333333333333,5.2,0,0,NA,NA,0,0
