"","station","year","month","atemp_nValid","atemp_min","atemp_median","atemp_max","atemp_mean","atemp_sd","atemp_iqr","rh_nValid","rh_min","rh_median","rh_max","rh_mean","rh_sd","rh_iqr","bp_nValid","bp_min","bp_median","bp_max","bp_mean","bp_sd","bp_iqr","wspd_nValid","wspd_min","wspd_median","wspd_max","wspd_mean","wspd_sd","wspd_iqr","maxwspd_nValid","maxwspd_min","maxwspd_median","maxwspd_max","maxwspd_mean","maxwspd_sd","maxwspd_iqr","wdir_nValid","wdir_min","wdir_median","wdir_max","wdir_mean","wdir_sd","wdir_iqr","totprcp_nValid","totprcp_total","dailyPAR_nValid","dailyPAR_min","dailyPAR_median","dailyPAR_max","dailyPAR_mean","dailyPAR_sd","dailyPAR_iqr"
"366","apaebmet",2011,6,2880,20.5,27.1,35.5,27.2016666666667,3.03812134598931,4.8,2880,41,79,99,78.5972222222222,12.7172578830709,22,2880,1010,1015,1020,1014.63611111111,1.94476028023165,3,2880,0,2.2,10.8,2.69621527777778,1.59698490949535,2.3,2880,0,3.55,22.2,4.09982638888889,2.29489896855128,3.6,2880,0,223,360,205.717708333333,99.7640799874376,136,2880,103.9,30,21351.7,48621.85,58791.4,45098.01,9685.09346325401,15640.3
"367","apaebmet",2011,7,2976,20.6,26.9,33.7,27.325873655914,2.61554934882381,4.3,2976,47,84,100,82.0114247311828,12.7034913689527,23,2976,1009,1015,1021,1014.73521505376,2.38421626834491,3,2976,0,1.9,7.6,2.19875672043011,1.26960926959195,1.7,2976,0,2.9,11.1,3.37463037634409,1.86253415452652,2.8,2976,0,212,360,183.379032258065,111.357461292076,212,2976,291,31,14065.8,41271.1,55648.7,40007.0161290323,11288.3084010285,14768.15
"368","apaebmet",2011,8,2975,20.5,27.6,35.4,27.9336134453781,3.00583263176372,4.8,2953,31,82,100,79.5817812394175,14.3688878820538,22,2976,1004,1012,1018,1011.92573924731,2.61454164716462,3,2972,0,1.9,9.7,2.21652086137281,1.34737098008028,1.9,2972,0,3,18.5,3.48280619111709,2.06853553143812,3,2972,0,245,360,210.483849259758,109.100520944687,163,2976,130.8,8,NA,NA,NA,NA,NA,NA
"369","apaebmet",2011,9,2880,14.9,24.3,32.7,24.4800694444444,3.68680494941298,6.2,2880,34,80,99,78.1055555555556,14.5969339150055,21,2880,1002,1014,1021,1013.76597222222,3.15040728979942,4,2880,0,2.3,11.1,2.63368055555556,1.5888759908328,1.7,2880,0,3.7,21.6,4.06111111111111,2.37127686232092,2.9,2880,0,162,360,170.088194444444,117.164611683084,232,2880,162.3,16,11899.2,38193.3,46792.9,37135.13125,8634.61249365743,7426.85000000001
"370","apaebmet",2011,10,2976,6,19,29.6,18.8723454301075,4.94537128561352,6.9,2976,23,78,99,73.7046370967742,19.6084990662968,30,2976,999,1017,1023,1015.42103494624,5.12333410391036,7,2976,0,2.5,11.4,2.7849126344086,1.5976003620225,2.1,2976,0,3.7,17,4.24942876344086,2.49898527500094,3.4,2976,0,70,360,126.39751344086,118.177315489632,195,2976,152.4,31,3575.7,35233.9,44430.3,33851.2483870968,9006.69999285239,6952.85
"371","apaebmet",2011,11,2880,3.1,16.7,26,15.9595486111111,5.25618897559177,7.7,2880,20,84,100,80.9614583333333,16.0451204914647,24,2880,1009,1020,1026,1019.39756944444,3.8618817878622,6,2880,0,3,7.7,3.09270833333333,1.42977891923963,2,2880,0.3,4.5,14.8,4.67118055555556,2.19406886130598,3.125,2880,0,100,360,135.276388888889,108.371375290894,133,2880,60.2,30,9675.2,26964.5,32859.7,25729.3433333333,5633.11240793855,8190.2
"372","apaebmet",2011,12,2976,0.7,15,23,14.069623655914,4.72946970497225,6.9,2976,28,88,99,84.0500672043011,13.993294192163,21,2976,1012,1022,1030,1021.7563844086,3.55226894925069,5,2976,0,2.8,8.1,2.88575268817204,1.35459577696978,1.8,2976,0,4.3,12.7,4.35739247311828,2.07940176962667,2.825,2976,0,93,360,118.631384408602,98.4211540913385,134,1768,0.3,31,5399.7,23394.6,26839.4,19556.1580645161,6521.87059990073,11891.75
"373","apaebmet",2012,1,2976,-2.2,14.2,23.4,13.0019825268817,5.4065791947658,8.2,2974,17,89,100,81.0669132481506,20.5987051691692,30,2976,1005,1021,1032,1021.01747311828,5.53998730083335,7,2976,0,2.3,8.3,2.55661962365591,1.5302254014683,2.4,2976,0,3.45,15.3,3.93054435483871,2.43220503877388,3.8,2976,0,151,360,154.344758064516,111.666294995666,201,532,NA,31,7038,25872.7,31218.5,23700.7903225806,5740.74780711566,6407.5
"374","apaebmet",2012,2,2784,-2.4,14.8,24.9,14.1385057471264,4.55590546323974,5.5,2783,19,93,100,87.099892202659,16.6974841728402,15,2784,1006,1020,1031,1019.27442528736,4.81964848586432,6,2784,0,2.4,9.1,2.60538793103448,1.47913736757286,2,2784,0,3.5,14.6,4.00815373563218,2.31316320361105,3.2,2784,0,101.5,360,129.808189655172,105.974009473519,179,2784,106.9,29,7199.9,19626.9,34159.9,19009.375862069,7966.88376933161,10640.1
"375","apaebmet",2012,3,2976,7.8,19.5,27.2,19.3872983870968,3.77162514864078,5.5,2976,31,87,100,83.5450268817204,14.7198370286677,21,2975,1005,1020,1031,1019.55966386555,4.99384825541103,7,2976,0,2.9,8.2,3.1020497311828,1.67902908084783,2.7,2976,0,4.3,13,4.66354166666667,2.53631601236238,4.1,2976,0,168,360,170.960685483871,97.986863122592,140,2976,85.9,31,11287.6,36795.3,44873.6,34658.6225806452,8299.66827022662,13180.55
"376","apaebmet",2012,4,2876,6.8,20.3,29.7,20.197635605007,3.97683395689779,5.925,2875,24,77,99,74.5050434782609,18.7052800206388,28,2876,1001,1017,1024,1015.92941585535,4.81015850479639,7,2876,0,2.6,9.8,2.91738525730181,1.61044317283054,2.6,2876,0,4.1,15.7,4.38195410292072,2.4229291233289,3.9,2876,0,217,360,190.636300417246,110.790157419113,191.75,2876,46.5,30,15884.7,52382.7,57411.3,48256.8266666667,10863.4217864492,9335.2
"377","apaebmet",2012,5,2976,14.9,24.2,33.8,24.0613911290323,3.60765357486142,4.9,2976,25,78,98,76.2728494623656,15.3488120826474,22,2976,1007,1014,1023,1014.21471774194,2.88349667299283,4,2976,0,2.7,7.8,2.87348790322581,1.59202193679879,2.4,2976,0,4.2,12.4,4.36081989247312,2.30974490930011,3.8,2976,0,208,360,186.493615591398,106.958711705245,180.5,2976,40.5,31,19589,51643.6,59394.7,49654.6806451613,9593.88089650271,6276.85
"378","apaebmet",2012,6,2880,17.5,25.3,32.2,25.1344097222222,3.13732695499723,5,2880,29,81,98,78.1986111111111,14.5187521058395,21,2880,994,1014,1020,1012.99965277778,4.79699018655143,4,2880,0,3.5,16.5,3.83774305555556,2.30977409806953,2.8,2880,0,5.4,23.4,5.75923611111111,3.38385899144741,4.1,2880,0,144,360,166.237847222222,98.0650025694793,177,2880,505,30,6317.8,52622.05,60618.5,44139.79,16839.8844647595,25778.725
"379","apaebmet",2012,7,2976,19.5,26,32.6,26.1497311827957,3.01860003084218,5,2976,52,85,97,81.957997311828,11.1033002840586,20,2976,1013,1017,1021,1016.98252688172,1.52481891999441,2,2976,0,2,9.7,2.38125,1.44583711322652,1.9,2976,0,3.2,23.3,3.70141129032258,2.20267477373548,3,2976,0,228,360,198.301075268817,104.908969322082,165,1569,55.7,31,9118.2,43687.4,59500.3,39573.5806451613,14950.5437081603,25351.05
"380","apaebmet",2012,8,2974,19.3,26.5,32,26.3845662407532,2.74390016028708,4.1,2974,40,83,98,81.6761936785474,10.9624189775509,15,2976,1007,1015,1022,1015.10920698925,2.48406739705416,3,2976,0,2.3,9.7,2.85796370967742,1.97189080953611,2.8,2976,0,3.6,15.2,4.38605510752688,2.86112461211283,4,2976,0,213,360,188.694220430108,101.820774721589,174,734,21.3,31,8591.3,37415.2,49568.8,35359.9612903226,10409.0321961483,11805.15
"381","apaebmet",2012,9,2880,15.4,25.6,31.8,25.3042708333333,2.96960388398353,4.5,2880,27,81,98,78.9795138888889,13.173090754022,20,2880,1007,1017,1023,1016.30625,3.33827922698068,5,2880,0,2.4,10,2.74961805555556,1.54025520589667,2,2880,0,3.8,17.8,4.16111111111111,2.25003295444544,3,2880,0,127,360,149.606597222222,107.647217022243,177,2880,107.1,30,17586.4,38630.85,49156.9,36199.22,8735.08054221005,12120.2
"382","apaebmet",2012,10,2973,5.5,21.2,30.7,20.8454423141608,4.8465549760339,6.8,2973,24,79,98,75.1130171543895,17.7735685682072,25,2973,1004,1015,1025,1015.30070635721,4.4120372677676,7,2973,0,2.5,8.2,2.7514295324588,1.38010845055443,1.6,2973,0,3.8,12.8,4.22290615539859,2.18288260733252,2.8,2973,0,96,360,151.944164143962,130.587051573952,267,2973,22.7,31,12156.8,32967.9,37990.6,30301.5451612903,6513.16290439797,6335
"383","apaebmet",2012,11,2880,2.1,14.7,26.5,14.7394097222222,4.48279242494645,6.6,2880,30,83,99,78.2302083333333,16.9933519055981,25,2880,1011,1022,1028,1021.19305555556,3.51341700219309,5,2880,0,2.3,6.3,2.36576388888889,1.11244566889971,1.6,2880,0,3.5,9.6,3.5946875,1.7799517146674,2.7,2880,0,55,360,124.697222222222,122.420891197216,205,2880,8.6,30,6556.2,25758.05,30917.5,22743.0333333333,7281.87861396396,11632.375
"384","apaebmet",2012,12,2976,-1,14.8,24.5,13.8150537634409,5.58868260934837,8.4,2976,18,91,100,83.8188844086021,17.2076529651828,19,2976,1004,1018,1031,1018.94489247312,5.25942011583222,9,2976,0,2.3,9.1,2.56673387096774,1.46376361378834,1.9,2976,0,3.6,16.1,3.94872311827957,2.33298561899485,3.2,2976,0,119,360,142.681787634409,112.287044611237,179.25,2976,53.3,19,1491.2,11560.2,23543.2,13716.2105263158,7761.32955562345,14354.75
"385","apaebmet",2013,1,2976,2.5,15.9,23.9,14.9405241935484,4.96896089376685,7.9,2976,27,86,99,81.5987903225806,15.7139445180929,20,2976,1007,1022,1030,1021.80913978495,3.95187824285313,6,2976,0,3,9.8,3.07617607526882,1.57797028267984,2.1,2976,0,4.5,20.5,4.67819220430107,2.44912981796187,3.3,2976,0,122,360,133.378360215054,100.920243018386,141,2976,34.2,0,NA,NA,NA,NA,NA,NA
"386","apaebmet",2013,2,2688,-0.1,15.1,24.8,14.0071800595238,5.14797597627894,7.7,2674,23,85,100,78.6406133133882,19.1277786275394,29,2688,999,1017,1028,1017.36644345238,5.21941543008974,6,2688,0,2.8,11.3,3.10215773809524,1.64389313039517,2.1,2688,0.1,4.4,20,4.77849702380952,2.4944551182914,3.4,2688,0,148.5,360,163.24962797619,112.506542835217,216,2687,257.5,25,2439.5,21783.2,31469,18772.372,8833.5099222374,14692.9
"387","apaebmet",2013,3,2976,1.3,14.1,25.2,13.3622311827957,5.20881846906565,8.5,2976,19,70.5,99,68.2305107526882,21.088830686063,35,2976,1001,1019,1029,1018.5564516129,5.39930017653338,8,2976,0,3.2,8.4,3.3091061827957,1.60655414139257,2.5,2976,0,5.1,13.2,5.12389112903226,2.55912874753547,3.9,2976,0,194,360,197.523857526882,119.146003654884,226,2976,89.1,31,4007.4,34145,40060.5,30771.0322580645,9293.56289343641,9891.39999999999
"388","apaebmet",2013,4,2877,8.1,20,27.7,19.6444907890163,3.76477456575395,5.2,2877,29,84,98,79.9874869655892,15.1850150946636,20,2877,1006,1018,1026,1017.21654501217,3.73431315436284,6,2359,0,3.2,10.7,3.27414158541755,1.69105848839062,2.6,2359,0,4.8,18.9,4.94421364985163,2.56773865756177,3.9,2359,0,132,360,141.165324289953,96.006258462256,123.5,2877,114.8,30,6290.8,34192.05,45482.2,32636.37,10638.1341313205,14281.2
"389","apaebmet",2013,5,2967,8.6,22.1,31.9,21.976137512639,4.21298727893958,5.95,2967,22,78,98,75.5840916750927,16.3108166800775,26,2967,1008,1017,1025,1017.17256488035,3.41280198529739,4,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2967,35.2,31,9283,41984.5,51653.4,36429.1677419355,11351.8504451737,13490.2
"390","apaebmet",2013,6,2863,20.6,26.6,39.7,26.6564792176039,2.44626794791487,3.6,2863,43,82,96,80.5001746419839,10.4707797789769,17,2863,1003,1016,1022,1015.34055186867,3.6805987424252,5,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2863,150.6,29,12914.2,39914.4,52143.6,37698.0896551724,9984.95106220016,15925.9
"391","apaebmet",2013,7,2434,21,25.5,31.1,25.7472062448644,1.96762180152301,2.9,2434,58,86,96,84.3599013968776,8.16196320706479,11,2972,1008,1018,1023,1017.40847913863,2.82605242476883,4,538,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,2972,394.3,31,4581.9,22387.6,42274.2,22914.1935483871,10037.1621104087,10380.5
"392","apaebmet",2013,8,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2976,1012,1017,1023,1016.80477150538,2.27293703636992,3,2976,0,2.2,7.9,2.38020833333333,1.3596767127907,1.8,2976,0,3.3,13.4,3.63561827956989,1.99741046326947,2.9,2976,0,156,360,165.381048387097,110.714562046368,213,2975,333.5,31,9570.2,31147.4,42268.6,28465.7967741935,9086.00653684862,12656.2
"393","apaebmet",2013,9,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2880,1007,1016,1021,1014.95486111111,3.04739292880606,4,2880,0,2.3,7.9,2.52576388888889,1.36925100771961,1.9,2880,0,3.6,13.4,3.86263888888889,2.02582664180534,2.9,2880,0,105,360,137.293402777778,109.217207564344,179,2880,216.3,30,11221.1,31229.4,39547.4,29477.0433333333,6900.69158066826,8346.17500000001
"394","apaebmet",2013,10,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2976,1008,1017,1026,1017.37634408602,3.69312304922149,4,2976,0,2.3,6.3,2.38709677419355,1.17773811360805,1.7,2976,0,3.4,10,3.59852150537634,1.75408608152112,2.7,2976,0,88,360,127.128024193548,120.173233813961,175.25,2976,85.9,31,6931.5,26696.1,33456.4,24866.9032258065,6314.39991772688,7666
"395","apaebmet",2013,11,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2880,1004,1021,1032,1020.88125,5.16955940002756,6,2880,0,3.3,10,3.38746527777778,1.55280533552917,2.1,2880,0,5,16.5,5.12395833333333,2.35021500091766,3.1,2880,0,62,360,109.552083333333,112.094202226534,115,2880,108.9,30,4913.6,19940.6,28377,18500.57,6426.69423384028,9160.55
"396","apaebmet",2013,12,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2976,1011,1021,1030,1021.15154569892,4.54995254901049,7,2976,0,2.8,7.8,2.79331317204301,1.37782643735346,1.9,2976,0,4.2,14.3,4.22194220430108,2.06299750701969,2.8,2976,0,128.5,360,135.220766129032,115.487235216862,171,2976,169.6,31,2895.3,18023.9,22129.7,16169.0612903226,6060.81185148642,8169.75
"397","apaebmet",2014,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2966,1009,1021,1036,1021.08496291301,5.52701747850776,8,2967,0,2.4,10.3,2.62797438490057,1.54966097330432,2,2967,0,3.7,19.2,4.14425345466802,2.49574550469562,3.3,2967,0,153,360,165.967644084934,133.201869338321,284,2967,151.9,23,1980.5,19182.3,25791.1,16271.0217391304,8285.19532868755,15276.05
"398","apaebmet",2014,2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2686,1004,1018,1026,1017.91734921817,3.5096913723856,4,2686,0,2.2,9.4,2.48376768428891,1.49309924396899,2.1,2686,0,3.4,13.7,3.83566641846612,2.30459044436152,3.4,2686,0,153.5,360,163.450111690246,115.268525965243,197,2684,176.4,0,NA,NA,NA,NA,NA,NA
"399","apaebmet",2014,3,2640,3.5,15.5,25.3,14.8037878787879,4.33516784309652,6.1,2640,23,86,100,79.8969696969697,19.3727714263797,27,2975,1004,1018,1028,1017.33647058824,4.7857314594823,6,2976,0,2.8,9.5,2.9426747311828,1.67968587590884,2.7,2976,0,4.3,13.3,4.52237903225806,2.58145223647997,4,2976,0,168,360,178.511088709677,120.496259064038,238.25,2976,219.1,21,6260,42145.8,50251.1,35884.719047619,13521.0922950263,21368.5
"400","apaebmet",2014,4,2880,5,20.1,27.4,19.2528819444444,4.04378588272446,6,2880,35,90,100,85.8777777777778,14.1855536808751,19,2880,1006,1016,1026,1016.35034722222,4.24605734835038,7,2880,0,3.1,11.3,3.1396875,1.70909685486481,2.8,2880,0,4.8,17.4,4.76645833333333,2.53269827810293,4,2880,0,168,360,175.579861111111,101.704507026712,143.25,2880,168.6,30,3778,42770.95,51754.5,35693.1433333333,15278.1591083861,25868.025
"401","apaebmet",2014,5,2976,11.9,24.1,32.1,23.3594422043011,4.03598247175193,5.7,2976,31,83,100,80.2775537634409,15.2522844751661,21,2976,1012,1018,1024,1018.42977150538,2.42017585614422,3,2976,0,2.5,8,2.63575268817204,1.41745373721178,2.2,2976,0,3.8,11.4,4.01243279569892,2.11372783811761,3.4,2976,0,161,360,181.571908602151,108.362433584194,170.25,2972,44.6,31,13351.7,49727.9,56767.1,46987.6483870968,10489.2699247968,8742.00000000001
"402","apaebmet",2014,6,2880,20,26.1,33.5,26.4287152777778,2.67870529390414,4,2880,49,84,99,82.3010416666667,11.3513467438263,19,2880,1011,1017,1022,1016.72951388889,2.62236429277149,5,2880,0,2.1,8.1,2.51006944444444,1.51918699877237,2.3,2880,0,3.3,15.7,3.85326388888889,2.21520287220003,3.5,2880,0,220,360,203.347569444444,101.617975525877,153,2880,188.3,30,17323.2,45515.35,55323.1,43296.5433333333,10120.851256643,14087.825
"403","apaebmet",2014,7,2976,20.1,26.7,33.3,26.9823252688172,2.72950208216033,4.4,2976,37,82,99,79.7365591397849,13.8835912139777,20.25,2976,1011,1017,1021,1016.78797043011,2.07078187980945,3,2976,0,2,6.4,2.25527553763441,1.2825496106917,1.7,2976,0,3.1,14.2,3.50594758064516,1.93841005000417,2.9,2976,0,241,360,215.020161290323,98.8782203042136,101,2976,158.9,31,11930.1,44227.9,53786.2,38977.2451612903,12312.3411784772,18823.95
"404","apaebmet",2014,8,2973,21.2,27.2,35.6,27.6617894382778,2.81237766476505,4.5,2973,46,85,99,81.3087790110999,12.5975138661674,22,2976,1009,1015,1021,1015.70430107527,2.02802092925376,2,2976,0,1.9,6.6,2.18531586021505,1.29348572159243,1.7,2976,0,3,12,3.43528225806452,1.9421252642794,2.9,2976,0,238,360,203.152553763441,109.086462878728,168.25,2976,167.3,31,18534.8,41365.2,51114.5,39273.935483871,9150.3506013904,13611.9
"405","apaebmet",2014,9,2880,16.7,25.2,32.9,25.4547222222222,3.1038623866244,3.9,2880,53,88,99,84.9194444444445,11.0917627455129,18,2880,1010,1016,1022,1016.13576388889,2.34664529047169,3,2880,0,2.1,7.4,2.29888888888889,1.17686044275327,1.7,2880,0,3.3,11.3,3.57795138888889,1.74925875366834,2.6,2880,0,68,360,116.082986111111,107.892799842433,151,2880,154.8,30,8184.8,38834.6,49550,33172.6766666667,12437.3738668824,20536.775
"406","apaebmet",2014,10,2976,9.7,21.6,30.8,21.2593077956989,4.69806404519915,7.125,2976,27,82,100,77.820564516129,18.2969178784101,29,2976,1011,1016,1022,1016.11491935484,2.02195492229176,3,2976,0,2,11,2.22701612903226,1.27108342633934,1.5,2976,0,2.9,16,3.40194892473118,2.05062062310693,2.7,2976,0,140,360,160.283938172043,128.156415816924,265,2068,118.2,0,NA,NA,NA,NA,NA,NA
"407","apaebmet",2014,11,2879,-2.5,13.2,25.5,13.0034734282737,5.80939084435955,8.5,2879,22,80,100,75.8596734977423,20.1346346426641,31,2880,1008,1022,1032,1020.89375,5.41432008023409,10,2880,0,2.5,8.2,2.75163194444444,1.48735930328513,2.1,2880,0,3.8,14.2,4.23479166666667,2.39085134514205,3.4,2880,0,131,360,165.998611111111,137.865321309905,302,539,NA,0,NA,NA,NA,NA,NA,NA
"408","apaebmet",2014,12,2976,3.1,14.7,24.1,14.2533938172043,4.78475399901336,7.2,2976,29,88,100,83.6370967741936,14.9103772392648,21,2976,1005,1021,1029,1020.6310483871,4.25272591292115,4,2976,0,2.3,8.8,2.47506720430108,1.25098549206792,1.6,2976,0,3.5,13.2,3.76737231182796,1.94585375628106,2.6,2976,0,96,360,146.23252688172,126.753840830074,244,2976,80.9,0,NA,NA,NA,NA,NA,NA
"409","apaebmet",2015,1,2971,-3.9,12.6,22.6,11.8561763715921,5.28887957824008,8.3,2971,24,83,100,77.424436216762,19.9133458279666,32,2974,1008,1022,1034,1022.15635507734,5.00535518430365,5,2974,0,2.5,8.6,2.70137861466039,1.40896466076962,1.8,2974,0,3.7,15.1,4.15363147276395,2.26345777441665,3.2,2974,0,96.5,360,144.758574310693,127.847591340717,263,2974,120.2,19,2167.9,31470.5,35642.4,26819.2789473684,10888.9255964529,6312.15
"410","apaebmet",2015,2,2683,-1.9,11,22.3,11.0160641073425,5.16525843682865,7.9,2683,25,80,100,76.0450987700335,19.4379981723647,31,2683,999,1021,1032,1019.98285501305,5.85390146104801,9,2683,0,3.2,12.6,3.29750279537831,1.66628779460223,2.4,2683,0,4.8,16.6,4.95121133060007,2.47299083200354,3.6,2683,0,154,360,172.542303391726,128.483801427045,272,2683,126.9,28,4910.8,33179.85,38510.4,27013.4178571429,11136.5458793561,16622.2
"411","apaebmet",2015,3,2974,4.6,19.2,28.6,18.2611970410222,4.58026162445415,5.1,2974,27,88,100,83.8964357767317,15.4607899204544,18,2976,1008,1020,1031,1019.98252688172,4.41369493631739,6,2976,0,2.7,8.9,2.86088709677419,1.6068181678583,2.3,2976,0,4,12.7,4.23622311827957,2.30398231405513,3.4,2976,0,160,360,165.702284946237,106.035824332327,182,2976,51.1,31,3385.5,30917.3,40867.5,28294.8548387097,10394.7043881917,16049.65
"412","apaebmet",2015,4,2880,14.1,23,27.8,22.6065972222222,2.49682220072668,3.2,2880,41,91,100,86.596875,12.6436033533644,15,2880,1004,1018,1023,1015.68368055556,4.6721196447683,7,2880,0,2.7,8.8,2.73399305555556,1.3269460114167,1.9,2880,0,4.1,13,4.13527777777778,1.95042907951722,2.7,2880,0,185,360,178.101041666667,90.0879112092681,128.25,2878,115.7,30,6122.9,30688.25,47921.2,30515.9166666667,12384.1407918544,16605.075
"413","apaebmet",2015,5,2974,12.5,25.2,31.7,24.6801613987895,3.33592748983948,4.9,2974,26,78,100,77.5978480161399,13.6485735807644,19,2976,1012,1020,1025,1019.40826612903,2.44571012891915,3,2973,0,2.6,7.6,2.85502859064918,1.54391713572822,2.4,2973,0,4,11.2,4.31204170871174,2.25156958165462,3.6,2973,0,140,360,160.174907500841,105.062451862784,158,2976,9.7,31,30936.2,49150.5,53701.6,47127.4161290323,6111.956547353,8191.8
"414","apaebmet",2015,6,2878,20.6,26.5,33.1,26.7678248783878,2.75444347198631,4.3,2878,53,84,99,82.2102154273801,11.1501556662742,19,2878,1012,1017,1022,1016.99895760945,2.24522022509345,4,2878,0,1.9,8.5,2.31223071577484,1.41422947388262,2.2,2878,0,3,13.1,3.61091035441279,2.12316103870406,3.4,2878,0,225,360,202.160528144545,99.3872114953814,131,2878,144,30,11273.7,45256.2,59122.7,42144.8666666667,13084.0273500208,22074.85
"415","apaebmet",2015,7,2976,21.3,27.6,35.2,27.8535282258064,2.71300403773803,4.425,2976,47,85,99,82.7627688172043,11.2911434733651,18,2976,1011,1015,1023,1016.03293010753,3.06252890774008,5,2976,0,2,10.4,2.31421370967742,1.46226585543118,2,2976,0,3.2,19.5,3.66246639784946,2.2010828119562,3.1,2976,0,255,360,224.282930107527,101.356964286433,90,2975,155.4,31,20982,43651.2,58008.7,42968.6387096774,9752.52803508497,11966.95
"416","apaebmet",2015,8,2976,19.5,27.55,34,27.6724798387097,2.72484961261316,4.2,2976,41,83,99,82.3104838709677,11.7818420739945,19.25,2976,1009,1015,1020,1014.79737903226,2.27258558233994,4,2976,0,2.1,9.1,2.359375,1.36603928945552,1.7,2976,0,3.2,14.8,3.69516129032258,2.05052240300788,2.6,2976,0,208,360,180.536962365591,116.714536382887,218,2976,224.9,31,17724.5,43384.8,52818.3,39792.8870967742,10297.8734213345,14755.9
"417","apaebmet",2015,9,2878,15.7,25.5,32.7,25.4239402362752,2.9874852232083,3.7,2878,35,86,98,82.6622654621265,12.4226032402602,18,2879,1007,1014,1023,1014.36992011115,3.07102823389032,3,2879,0,2.5,8.8,2.58117401875651,1.27651307320588,1.8,2879,0,3.8,12.5,3.97321986800973,1.87036852138184,2.7,2879,0,80,360,137.611670719,117.250499298622,222,2879,108.3,30,8916.2,34731.55,49255.2,32418.49,11069.478654588,17828.05
"418","apaebmet",2015,10,2975,10.6,22,30.4,21.8683361344538,3.51398288903158,5.1,2975,21,83,99,78.7364705882353,15.3281675757757,20,2976,1002,1015,1027,1015.26713709677,5.54112587558678,7,2976,0,3,9.6,3.10201612903226,1.65102747771706,2.1,2976,0,4.6,14.2,4.7101814516129,2.47435936888561,3.4,2976,0,107,360,153.350806451613,124.578749362107,241,2976,27.6,31,7811,33679.1,40961.7,30532.7225806452,8584.21605093557,13829.55
"419","apaebmet",2015,11,2878,4.6,20.7,29.6,19.9750868658791,5.0318265391974,7.1,2878,30,89,100,82.8888116747741,16.3897865283712,23,2878,1011,1018,1031,1019.33530229326,4.49390091012155,6,2878,0,3.1,8.8,3.09186935371786,1.58148499870819,2.4,2878,0,4.6,12.8,4.62960389159138,2.35207610232205,3.6,2878,0,68,360,104.256775538568,99.0197440539261,105,2877,232.1,30,1839.5,26873.2,31978.5,24157.48,7424.07728168382,4795.67500000001
"420","apaebmet",2015,12,2976,2.9,20.1,26.6,18.1068548387097,4.93745486646885,7.9,2976,26,95,100,86.9590053763441,16.3650067194107,22,2976,1009,1019,1033,1019.05577956989,5.45788276096168,7,2976,0,3,8,2.95265456989247,1.40065999195911,2.1,2976,0,4.5,13.6,4.42805779569892,2.09909681850677,3.225,2976,0,113,360,119.583669354839,92.540965566663,126,2976,94.7,31,2640.2,17968.8,27310.2,18968.2322580645,7498.75199102656,13286.3
"421","apaebmet",2016,1,2975,-1,11.5,22.6,11.1500168067227,4.8748292436137,7.5,2975,21,81,100,78.546218487395,18.9191408909187,30,2976,1001,1020,1031,1018.47748655914,6.08606319746326,9,2976,0,2.8,9,2.96673387096774,1.55012026133901,2.2,2976,0,4.3,18.8,4.61340725806452,2.479934605427,3.6,2976,0,114,360,153.277553763441,130.309091810979,280,2976,92.5,31,5836.4,23525.4,31534.6,20095.5870967742,8660.58096549117,15183.35
"422","apaebmet",2016,2,2780,1.9,13.3,22.8,13.1441726618705,4.95165310909583,7.7,2780,18,76,100,73.4956834532374,24.1083746302504,44,2780,1003,1021,1030,1020.21007194245,5.54977859523598,9,2780,0,2.8,10.8,3.09705035971223,1.88520649561479,2.5,2780,0,4.3,18.3,4.77848920863309,2.99430511736925,4.2,2780,0,191.5,360,189.220863309353,117.919496678825,213,2780,85,29,10246.8,33617.1,38167.1,30336.9931034483,8095.17665301519,8838
"423","apaebmet",2016,3,2974,5.3,19.3,28.3,18.4315063887021,4.10361255576884,4.6,2974,19,89,100,83.0060524546066,18.3425187923057,25,2975,1007,1019,1030,1018.50756302521,4.06651075181963,6,2976,0,3.1,9.2,3.21354166666667,1.73722702549069,2.8,2976,0,4.7,13.2,4.8667002688172,2.57506661391456,4.1,2976,0,159,360,174.532930107527,102.503907321057,130,2976,168.4,31,2431.1,37168,43740,31901.7193548387,12055.4979608039,10981.05
